timesteps,trial,premort_adults,postmort_adults,hatch_interval,adult_number,total_mosquito_number,moves,mort_time,mort_percent,diff,pop_persist,treatment
1000,75,846,809,asynch,13,338,2,late,10,-37,1,1
1000,76,827,797,asynch,24,385,2,late,10,-30,1,1
1000,77,831,804,asynch,23,400,2,late,10,-27,1,1
1000,78,833,813,asynch,10,403,2,late,10,-20,1,1
1000,79,820,799,asynch,21,406,2,late,10,-21,1,1
1000,80,832,782,asynch,16,363,2,late,10,-50,1,1
1000,81,847,821,asynch,22,404,2,late,10,-26,1,1
1000,82,821,801,asynch,21,369,2,late,10,-20,1,1
1000,83,836,794,asynch,19,350,2,late,10,-42,1,1
1000,84,828,781,asynch,19,409,2,late,10,-47,1,1
1000,85,842,813,asynch,15,402,2,late,10,-29,1,1
1000,86,818,810,asynch,17,334,2,late,10,-8,1,1
1000,87,831,826,asynch,16,375,2,late,10,-5,1,1
1000,88,862,793,asynch,16,367,2,late,10,-69,1,1
1000,89,826,806,asynch,15,346,2,late,10,-20,1,1
1000,90,827,814,asynch,14,390,2,late,10,-13,1,1
1000,91,825,828,asynch,16,383,2,late,10,3,1,1
1000,92,849,779,asynch,14,373,2,late,10,-70,1,1
1000,93,853,807,asynch,21,380,2,late,10,-46,1,1
1000,94,817,793,asynch,18,369,2,late,10,-24,1,1
1000,95,817,801,asynch,16,384,2,late,10,-16,1,1
1000,96,850,797,asynch,27,412,2,late,10,-53,1,1
1000,97,814,797,asynch,14,372,2,late,10,-17,1,1
1000,98,823,777,asynch,20,397,2,late,10,-46,1,1
1000,99,831,783,asynch,25,387,2,late,10,-48,1,1
1000,100,851,743,asynch,16,356,2,late,25,-108,1,2
1000,101,840,734,asynch,14,369,2,late,25,-106,1,2
1000,102,826,764,asynch,20,346,2,late,25,-62,1,2
1000,103,866,714,asynch,22,429,2,late,25,-152,1,2
1000,104,821,754,asynch,10,393,2,late,25,-67,1,2
1000,105,853,732,asynch,19,356,2,late,25,-121,1,2
1000,106,811,746,asynch,17,355,2,late,25,-65,1,2
1000,107,833,712,asynch,21,353,2,late,25,-121,1,2
1000,108,810,743,asynch,18,349,2,late,25,-67,1,2
1000,109,842,715,asynch,17,370,2,late,25,-127,1,2
1000,110,839,729,asynch,16,365,2,late,25,-110,1,2
1000,111,815,724,asynch,19,361,2,late,25,-91,1,2
1000,112,845,759,asynch,27,383,2,late,25,-86,1,2
1000,113,831,726,asynch,12,321,2,late,25,-105,1,2
1000,114,853,735,asynch,10,388,2,late,25,-118,1,2
1000,115,831,717,asynch,8,353,2,late,25,-114,1,2
1000,116,829,749,asynch,29,385,2,late,25,-80,1,2
1000,117,839,750,asynch,24,359,2,late,25,-89,1,2
1000,118,811,746,asynch,16,363,2,late,25,-65,1,2
1000,119,820,732,asynch,9,363,2,late,25,-88,1,2
1000,120,842,754,asynch,13,351,2,late,25,-88,1,2
1000,121,826,775,asynch,18,365,2,late,25,-51,1,2
1000,122,837,757,asynch,25,341,2,late,25,-80,1,2
1000,123,845,717,asynch,13,353,2,late,25,-128,1,2
1000,124,827,742,asynch,13,361,2,late,25,-85,1,2
1000,125,851,563,asynch,21,339,2,late,50,-288,1,3
1000,126,831,563,asynch,17,301,2,late,50,-268,1,3
1000,127,842,576,asynch,22,336,2,late,50,-266,1,3
1000,128,858,586,asynch,18,319,2,late,50,-272,1,3
1000,129,847,588,asynch,10,326,2,late,50,-259,1,3
1000,130,841,575,asynch,12,298,2,late,50,-266,1,3
1000,131,845,601,asynch,15,283,2,late,50,-244,1,3
1000,132,847,605,asynch,10,253,2,late,50,-242,1,3
1000,133,843,581,asynch,19,266,2,late,50,-262,1,3
1000,134,824,591,asynch,21,347,2,late,50,-233,1,3
1000,135,824,578,asynch,19,309,2,late,50,-246,1,3
1000,136,823,605,asynch,19,278,2,late,50,-218,1,3
1000,137,853,596,asynch,11,288,2,late,50,-257,1,3
1000,138,833,616,asynch,12,330,2,late,50,-217,1,3
1000,139,822,578,asynch,14,323,2,late,50,-244,1,3
1000,140,835,616,asynch,11,286,2,late,50,-219,1,3
1000,141,828,573,asynch,17,342,2,late,50,-255,1,3
1000,142,814,612,asynch,18,306,2,late,50,-202,1,3
1000,143,839,608,asynch,19,342,2,late,50,-231,1,3
1000,144,850,593,asynch,17,309,2,late,50,-257,1,3
1000,145,844,615,asynch,26,352,2,late,50,-229,1,3
1000,146,852,601,asynch,16,301,2,late,50,-251,1,3
1000,147,802,587,asynch,13,304,2,late,50,-215,1,3
1000,148,843,606,asynch,16,299,2,late,50,-237,1,3
1000,149,818,591,asynch,16,303,2,late,50,-227,1,3
1000,150,824,456,asynch,15,218,2,late,75,-368,1,4
1000,151,841,436,asynch,9,136,2,late,75,-405,1,4
1000,152,832,477,asynch,12,200,2,late,75,-355,1,4
1000,153,883,462,asynch,17,210,2,late,75,-421,1,4
1000,154,838,452,asynch,19,271,2,late,75,-386,1,4
1000,155,850,459,asynch,22,276,2,late,75,-391,1,4
1000,156,842,460,asynch,16,161,2,late,75,-382,1,4
1000,157,820,454,asynch,13,174,2,late,75,-366,1,4
1000,158,828,468,asynch,8,225,2,late,75,-360,1,4
1000,159,822,462,asynch,11,215,2,late,75,-360,1,4
1000,160,829,440,asynch,10,194,2,late,75,-389,1,4
1000,161,812,426,asynch,16,276,2,late,75,-386,1,4
1000,162,826,454,asynch,12,208,2,late,75,-372,1,4
1000,163,852,461,asynch,10,173,2,late,75,-391,1,4
1000,164,826,448,asynch,15,167,2,late,75,-378,1,4
1000,165,857,446,asynch,18,230,2,late,75,-411,1,4
1000,166,831,431,asynch,15,229,2,late,75,-400,1,4
1000,167,819,466,asynch,12,148,2,late,75,-353,1,4
1000,168,840,444,asynch,3,177,2,late,75,-396,1,4
1000,169,828,452,asynch,10,186,2,late,75,-376,1,4
1000,170,826,460,asynch,17,258,2,late,75,-366,1,4
1000,171,853,427,asynch,11,183,2,late,75,-426,1,4
1000,172,840,460,asynch,9,154,2,late,75,-380,1,4
1000,173,831,480,asynch,8,195,2,late,75,-351,1,4
1000,174,846,445,asynch,18,268,2,late,75,-401,1,4
1000,175,838,422,asynch,6,309,2,late,90,-416,1,5
1000,176,809,382,asynch,35,368,2,late,90,-427,1,5
1000,177,820,366,asynch,20,219,2,late,90,-454,1,5
1000,178,809,376,asynch,17,290,2,late,90,-433,1,5
1000,179,832,369,asynch,25,362,2,late,90,-463,1,5
1000,180,837,376,asynch,18,289,2,late,90,-461,1,5
1000,181,835,341,asynch,18,362,2,late,90,-494,1,5
1000,182,833,364,asynch,19,423,2,late,90,-469,1,5
1000,183,847,383,asynch,24,384,2,late,90,-464,1,5
1000,184,821,363,asynch,18,337,2,late,90,-458,1,5
1000,185,828,335,asynch,20,208,2,late,90,-493,1,5
1000,186,841,382,asynch,14,334,2,late,90,-459,1,5
1000,187,868,370,asynch,28,336,2,late,90,-498,1,5
1000,188,875,355,asynch,16,226,2,late,90,-520,1,5
1000,189,826,345,asynch,14,336,2,late,90,-481,1,5
1000,190,807,418,asynch,11,332,2,late,90,-389,1,5
1000,191,813,374,asynch,25,325,2,late,90,-439,1,5
1000,192,808,377,asynch,23,357,2,late,90,-431,1,5
1000,193,832,365,asynch,21,369,2,late,90,-467,1,5
1000,194,845,351,asynch,13,371,2,late,90,-494,1,5
1000,195,871,359,asynch,31,281,2,late,90,-512,1,5
1000,196,854,348,asynch,20,383,2,late,90,-506,1,5
1000,197,829,324,asynch,18,203,2,late,90,-505,1,5
1000,198,819,356,asynch,19,239,2,late,90,-463,1,5
1000,199,832,378,asynch,6,399,2,late,90,-454,1,5
1000,225,683,652,synch,0,886,2,late,10,-31,1,6
1000,226,698,661,synch,0,871,2,late,10,-37,1,6
1000,227,674,658,synch,0,857,2,late,10,-16,1,6
1000,228,667,642,synch,0,885,2,late,10,-25,1,6
1000,229,657,660,synch,0,866,2,late,10,3,1,6
1000,230,694,636,synch,0,894,2,late,10,-58,1,6
1000,231,670,657,synch,0,891,2,late,10,-13,1,6
1000,232,695,720,synch,0,906,2,late,10,25,1,6
1000,233,649,684,synch,0,881,2,late,10,35,1,6
1000,234,636,664,synch,0,890,2,late,10,28,1,6
1000,235,650,676,synch,0,867,2,late,10,26,1,6
1000,236,699,631,synch,0,843,2,late,10,-68,1,6
1000,237,662,638,synch,0,865,2,late,10,-24,1,6
1000,238,668,717,synch,0,917,2,late,10,49,1,6
1000,239,674,645,synch,0,906,2,late,10,-29,1,6
1000,240,665,650,synch,0,861,2,late,10,-15,1,6
1000,241,659,660,synch,0,864,2,late,10,1,1,6
1000,242,670,647,synch,0,827,2,late,10,-23,1,6
1000,243,652,620,synch,0,834,2,late,10,-32,1,6
1000,244,634,650,synch,0,849,2,late,10,16,1,6
1000,245,634,680,synch,0,855,2,late,10,46,1,6
1000,246,677,665,synch,0,907,2,late,10,-12,1,6
1000,247,660,664,synch,0,853,2,late,10,4,1,6
1000,248,641,644,synch,0,934,2,late,10,3,1,6
1000,249,655,655,synch,0,920,2,late,10,0,1,6
1000,250,656,629,synch,0,776,2,late,25,-27,1,7
1000,251,638,676,synch,0,831,2,late,25,38,1,7
1000,252,686,648,synch,0,853,2,late,25,-38,1,7
1000,253,644,628,synch,0,863,2,late,25,-16,1,7
1000,254,684,632,synch,0,828,2,late,25,-52,1,7
1000,255,683,672,synch,0,880,2,late,25,-11,1,7
1000,256,671,655,synch,0,825,2,late,25,-16,1,7
1000,257,648,628,synch,0,831,2,late,25,-20,1,7
1000,258,641,679,synch,0,826,2,late,25,38,1,7
1000,259,664,638,synch,0,841,2,late,25,-26,1,7
1000,260,644,638,synch,0,821,2,late,25,-6,1,7
1000,261,686,644,synch,0,832,2,late,25,-42,1,7
1000,262,671,657,synch,0,820,2,late,25,-14,1,7
1000,263,663,645,synch,0,828,2,late,25,-18,1,7
1000,264,692,608,synch,0,875,2,late,25,-84,1,7
1000,265,663,666,synch,0,817,2,late,25,3,1,7
1000,266,677,630,synch,0,816,2,late,25,-47,1,7
1000,267,672,617,synch,0,823,2,late,25,-55,1,7
1000,268,711,658,synch,0,850,2,late,25,-53,1,7
1000,269,650,582,synch,0,866,2,late,25,-68,1,7
1000,270,656,651,synch,0,803,2,late,25,-5,1,7
1000,271,682,682,synch,0,827,2,late,25,0,1,7
1000,272,662,619,synch,0,806,2,late,25,-43,1,7
1000,273,691,659,synch,0,820,2,late,25,-32,1,7
1000,274,634,607,synch,0,847,2,late,25,-27,1,7
1000,275,673,549,synch,0,661,2,late,50,-124,1,8
1000,276,630,570,synch,0,651,2,late,50,-60,1,8
1000,277,656,574,synch,0,689,2,late,50,-82,1,8
1000,278,670,527,synch,0,622,2,late,50,-143,1,8
1000,279,638,561,synch,0,571,2,late,50,-77,1,8
1000,280,650,549,synch,0,746,2,late,50,-101,1,8
1000,281,655,527,synch,0,679,2,late,50,-128,1,8
1000,282,712,565,synch,0,691,2,late,50,-147,1,8
1000,283,681,560,synch,0,646,2,late,50,-121,1,8
1000,284,719,536,synch,0,687,2,late,50,-183,1,8
1000,285,649,596,synch,0,660,2,late,50,-53,1,8
1000,286,679,554,synch,0,670,2,late,50,-125,1,8
1000,287,640,536,synch,0,642,2,late,50,-104,1,8
1000,288,663,543,synch,0,723,2,late,50,-120,1,8
1000,289,679,584,synch,0,575,2,late,50,-95,1,8
1000,290,645,554,synch,0,717,2,late,50,-91,1,8
1000,291,684,568,synch,0,630,2,late,50,-116,1,8
1000,292,634,583,synch,0,674,2,late,50,-51,1,8
1000,293,722,573,synch,0,641,2,late,50,-149,1,8
1000,294,653,537,synch,0,684,2,late,50,-116,1,8
1000,295,646,546,synch,0,663,2,late,50,-100,1,8
1000,296,677,569,synch,0,666,2,late,50,-108,1,8
1000,297,683,544,synch,0,671,2,late,50,-139,1,8
1000,298,667,531,synch,0,659,2,late,50,-136,1,8
1000,299,665,536,synch,0,659,2,late,50,-129,1,8
1000,300,682,366,synch,0,436,2,late,75,-316,1,9
1000,301,635,378,synch,0,487,2,late,75,-257,1,9
1000,302,667,376,synch,0,566,2,late,75,-291,1,9
1000,303,654,371,synch,0,495,2,late,75,-283,1,9
1000,304,669,391,synch,0,549,2,late,75,-278,1,9
1000,305,671,400,synch,0,570,2,late,75,-271,1,9
1000,306,717,345,synch,0,458,2,late,75,-372,1,9
1000,307,669,374,synch,0,533,2,late,75,-295,1,9
1000,308,694,353,synch,0,548,2,late,75,-341,1,9
1000,309,633,352,synch,0,603,2,late,75,-281,1,9
1000,310,652,371,synch,0,467,2,late,75,-281,1,9
1000,311,674,352,synch,0,500,2,late,75,-322,1,9
1000,312,657,389,synch,0,544,2,late,75,-268,1,9
1000,313,634,357,synch,0,579,2,late,75,-277,1,9
1000,314,661,381,synch,0,569,2,late,75,-280,1,9
1000,315,704,388,synch,0,487,2,late,75,-316,1,9
1000,316,637,390,synch,0,552,2,late,75,-247,1,9
1000,317,669,393,synch,0,585,2,late,75,-276,1,9
1000,318,656,378,synch,0,483,2,late,75,-278,1,9
1000,319,702,379,synch,0,501,2,late,75,-323,1,9
1000,320,662,374,synch,0,467,2,late,75,-288,1,9
1000,321,638,388,synch,0,490,2,late,75,-250,1,9
1000,322,711,403,synch,0,524,2,late,75,-308,1,9
1000,323,667,359,synch,0,457,2,late,75,-308,1,9
1000,324,698,382,synch,0,505,2,late,75,-316,1,9
1000,325,658,285,synch,0,463,2,late,90,-373,1,10
1000,326,659,302,synch,0,470,2,late,90,-357,1,10
1000,327,653,312,synch,0,490,2,late,90,-341,1,10
1000,328,681,304,synch,0,561,2,late,90,-377,1,10
1000,329,692,294,synch,0,488,2,late,90,-398,1,10
1000,330,660,292,synch,0,456,2,late,90,-368,1,10
1000,331,666,291,synch,0,555,2,late,90,-375,1,10
1000,332,634,294,synch,0,551,2,late,90,-340,1,10
1000,333,663,301,synch,0,284,2,late,90,-362,1,10
1000,334,683,291,synch,0,555,2,late,90,-392,1,10
1000,335,644,295,synch,0,520,2,late,90,-349,1,10
1000,336,663,292,synch,0,574,2,late,90,-371,1,10
1000,337,666,290,synch,0,541,2,late,90,-376,1,10
1000,338,655,304,synch,0,539,2,late,90,-351,1,10
1000,339,671,290,synch,0,565,2,late,90,-381,1,10
1000,340,718,297,synch,0,288,2,late,90,-421,1,10
1000,341,665,301,synch,0,407,2,late,90,-364,1,10
1000,342,659,292,synch,0,259,2,late,90,-367,1,10
1000,343,693,300,synch,0,543,2,late,90,-393,1,10
1000,344,633,290,synch,0,571,2,late,90,-343,1,10
1000,345,685,303,synch,0,568,2,late,90,-382,1,10
1000,346,698,296,synch,0,494,2,late,90,-402,1,10
1000,347,644,294,synch,0,585,2,late,90,-350,1,10
1000,348,662,284,synch,0,423,2,late,90,-378,1,10
1000,349,667,304,synch,0,267,2,late,90,-363,1,10
1000,25,812,846,asynch,19,407,2,control,0,34,1,11
1000,26,833,817,asynch,19,417,2,control,0,-16,1,11
1000,27,826,833,asynch,18,397,2,control,0,7,1,11
1000,28,821,844,asynch,21,398,2,control,0,23,1,11
1000,29,863,826,asynch,21,407,2,control,0,-37,1,11
1000,30,830,826,asynch,22,416,2,control,0,-4,1,11
1000,31,860,822,asynch,14,420,2,control,0,-38,1,11
1000,32,829,849,asynch,17,410,2,control,0,20,1,11
1000,33,819,847,asynch,10,387,2,control,0,28,1,11
1000,34,847,830,asynch,23,415,2,control,0,-17,1,11
1000,35,832,845,asynch,16,400,2,control,0,13,1,11
1000,36,792,828,asynch,14,377,2,control,0,36,1,11
1000,37,854,835,asynch,18,429,2,control,0,-19,1,11
